"time","log.status.actuals","log.status.forecasts"
5722,3.17805383034795;3.17805383034795;3.17805383034795,
5723,3.17805383034795;3.17805383034795;3.17805383034795,
5724,3.17805383034795;3.17805383034795;3.17805383034795,
5725,3.17805383034795;3.17805383034795;3.17805383034795,
5726,3.17805383034795;3.17805383034795;3.17805383034795,
5727,3.17805383034795;3.17805383034795;3.17805383034795,
5728,3.17805383034795;3.17805383034795;3.17805383034795,
5729,3.13549421592915;3.13549421592915;3.13549421592915,
5730,3.13549421592915;3.13549421592915;3.13549421592915,
5731,3.13549421592915;3.13549421592915;3.13549421592915,
5732,3.13549421592915;3.13549421592915;3.13549421592915,
5733,3.13549421592915;3.13549421592915;3.13549421592915,
5734,3.13549421592915;3.13549421592915;3.13549421592915,
5735,3.13549421592915;3.13549421592915;3.13549421592915,
5736,3.13549421592915;3.13549421592915;3.13549421592915,
5737,3.13549421592915;3.13549421592915;3.13549421592915,
5738,3.13549421592915;3.13549421592915;3.13549421592915,
5739,3.09104245335832;3.09104245335832;3.09104245335832,
5740,3.09104245335832;3.09104245335832;3.09104245335832,
5741,3.09104245335832;3.09104245335832;3.09104245335832,
5742,3.09104245335832;3.09104245335832;3.09104245335832,
5743,3.09104245335832;3.09104245335832;3.09104245335832,
5744,3.09104245335832;3.09104245335832;3.09104245335832,
5745,3.09104245335832;3.09104245335832;3.09104245335832,
5746,3.09104245335832;3.09104245335832;3.09104245335832,
5747,3.09104245335832;3.09104245335832;3.09104245335832,
5748,3.09104245335832;3.09104245335832;3.09104245335832,
5749,3.04452243772342;3.04452243772342;3.04452243772342,
5750,3.09104245335832;3.09104245335832;3.09104245335832,
5751,3.09104245335832;3.09104245335832;3.09104245335832,
5752,3.09104245335832;3.09104245335832;3.09104245335832,
5753,3.09104245335832;3.09104245335832;3.09104245335832,
5754,3.09104245335832;3.09104245335832;3.09104245335832,
5755,3.09104245335832;3.09104245335832;3.09104245335832,
5756,3.09104245335832;3.09104245335832;3.09104245335832,
5757,3.09104245335832;3.09104245335832;3.09104245335832,
5758,3.09104245335832;3.09104245335832;3.09104245335832,
5759,3.09104245335832;3.09104245335832;3.09104245335832,
5760,3.09104245335832;3.09104245335832;3.09104245335832,
5761,3.09104245335832;3.09104245335832;3.09104245335832,
5762,3.09104245335832;3.09104245335832;3.09104245335832,
5763,3.09104245335832;3.09104245335832;3.09104245335832,
5764,3.09104245335832;3.09104245335832;3.09104245335832,
5765,3.09104245335832;3.09104245335832;3.09104245335832,
5766,3.09104245335832;3.09104245335832;3.09104245335832,
5767,3.04452243772342;3.04452243772342;3.04452243772342,
5768,3.04452243772342;3.04452243772342;3.04452243772342,
5769,3.04452243772342;3.04452243772342;3.04452243772342,
5770,3.04452243772342;3.04452243772342;3.04452243772342,
5771,3.04452243772342;3.04452243772342;3.04452243772342,
5772,3.04452243772342;3.04452243772342;3.04452243772342,
5773,2.99573227355399;2.99573227355399;2.99573227355399,
5774,2.99573227355399;2.99573227355399;2.99573227355399,
5775,2.99573227355399;2.99573227355399;2.99573227355399,
5776,2.99573227355399;2.99573227355399;2.99573227355399,
5777,2.99573227355399;2.99573227355399;2.99573227355399,
5778,2.99573227355399;2.99573227355399;2.99573227355399,
5779,2.99573227355399;2.99573227355399;2.99573227355399,
5780,2.99573227355399;2.99573227355399;2.99573227355399,
5781,2.99573227355399;2.99573227355399;2.99573227355399,
5782,2.94443897916644;2.94443897916644;2.94443897916644,
5783,2.94443897916644;2.94443897916644;2.94443897916644,
5784,2.94443897916644;2.94443897916644;2.94443897916644,
5785,2.94443897916644;2.94443897916644;2.94443897916644,
5786,2.94443897916644;2.94443897916644;2.94443897916644,
5787,2.94443897916644;2.94443897916644;2.94443897916644,
5788,2.94443897916644;2.94443897916644;2.94443897916644,
5789,2.94443897916644;2.94443897916644;2.94443897916644,
5790,2.94443897916644;2.94443897916644;2.94443897916644,
5791,2.89037175789616;2.89037175789616;2.89037175789616,
5792,2.89037175789616;2.89037175789616;2.89037175789616,
5793,2.89037175789616;2.89037175789616;2.89037175789616,
5794,2.89037175789616;2.89037175789616;2.89037175789616,
5795,2.89037175789616;2.89037175789616;2.89037175789616,
5796,2.89037175789616;2.89037175789616;2.89037175789616,
5797,2.89037175789616;2.89037175789616;2.89037175789616,
5798,2.89037175789616;2.89037175789616;2.89037175789616,
5799,2.89037175789616;2.89037175789616;2.89037175789616,
5800,2.89037175789616;2.89037175789616;2.89037175789616,
5801,2.89037175789616;2.89037175789616;2.89037175789616,
5802,2.89037175789616;2.89037175789616;2.89037175789616,
5803,2.89037175789616;2.89037175789616;2.89037175789616,
5804,2.94443897916644;2.94443897916644;2.94443897916644,
5805,2.94443897916644;2.94443897916644;2.94443897916644,
5806,2.94443897916644;2.94443897916644;2.94443897916644,
5807,2.94443897916644;2.94443897916644;2.94443897916644,
5808,2.94443897916644;2.94443897916644;2.94443897916644,
5809,2.94443897916644;2.94443897916644;2.94443897916644,
5810,2.94443897916644;2.94443897916644;2.94443897916644,
5811,2.94443897916644;2.94443897916644;2.94443897916644,
5812,2.94443897916644;2.94443897916644;2.94443897916644,
5813,2.89037175789616;2.89037175789616;2.89037175789616,
5814,2.89037175789616;2.89037175789616;2.89037175789616,
5815,2.89037175789616;2.89037175789616;2.89037175789616,
5816,2.89037175789616;2.89037175789616;2.89037175789616,
5817,2.89037175789616;2.89037175789616;2.89037175789616,
5818,2.89037175789616;2.89037175789616;2.89037175789616,
5819,2.89037175789616;2.89037175789616;2.89037175789616,
5820,2.89037175789616;2.89037175789616;2.89037175789616,
5821,2.89037175789616;2.89037175789616;2.89037175789616,
5822,2.89037175789616;2.89037175789616;2.89037175789616,
5823,2.89037175789616;2.89037175789616;2.89037175789616,
5824,2.83321334405622;2.83321334405622;2.83321334405622,
5825,2.83321334405622;2.83321334405622;2.83321334405622,
5826,2.83321334405622;2.83321334405622;2.83321334405622,
5827,2.83321334405622;2.83321334405622;2.83321334405622,
5828,2.83321334405622;2.83321334405622;2.83321334405622,
5829,2.83321334405622;2.83321334405622;2.83321334405622,
5830,2.83321334405622;2.83321334405622;2.83321334405622,
5831,2.83321334405622;2.83321334405622;2.83321334405622,
5832,2.83321334405622;2.83321334405622;2.83321334405622,
5833,2.77258872223978;2.77258872223978;2.77258872223978,
5834,2.77258872223978;2.77258872223978;2.77258872223978,
5835,2.77258872223978;2.77258872223978;2.77258872223978,
5836,2.77258872223978;2.77258872223978;2.77258872223978,
5837,2.77258872223978;2.77258872223978;2.77258872223978,
5838,2.77258872223978;2.77258872223978;2.77258872223978,
5839,2.70805020110221;2.70805020110221;2.70805020110221,
5840,2.70805020110221;2.70805020110221;2.70805020110221,
5841,2.70805020110221;2.70805020110221;2.70805020110221,
5842,2.70805020110221;2.70805020110221;2.70805020110221,
5843,2.70805020110221;2.70805020110221;2.70805020110221,
5844,2.70805020110221;2.70805020110221;2.70805020110221,
5845,2.70805020110221;2.70805020110221;2.70805020110221,
5846,2.70805020110221;2.70805020110221;2.70805020110221,
5847,2.70805020110221;2.70805020110221;2.70805020110221,
5848,2.70805020110221;2.70805020110221;2.70805020110221,
5849,2.70805020110221;2.70805020110221;2.70805020110221,
5850,2.70805020110221;2.70805020110221;2.70805020110221,
5851,2.70805020110221;2.70805020110221;2.70805020110221,
5852,2.63905732961526;2.63905732961526;2.63905732961526,
5853,2.63905732961526;2.63905732961526;2.63905732961526,
5854,2.63905732961526;2.63905732961526;2.63905732961526,
5855,2.63905732961526;2.63905732961526;2.63905732961526,
5856,2.63905732961526;2.63905732961526;2.63905732961526,
5857,2.63905732961526;2.63905732961526;2.63905732961526,
5858,2.63905732961526;2.63905732961526;2.63905732961526,
5859,2.63905732961526;2.63905732961526;2.63905732961526,
5860,2.63905732961526;2.63905732961526;2.63905732961526,
5861,2.63905732961526;2.63905732961526;2.63905732961526,
5862,2.63905732961526;2.63905732961526;2.63905732961526,
5863,2.63905732961526;2.63905732961526;2.63905732961526,
5864,2.63905732961526;2.63905732961526;2.63905732961526,
5865,2.63905732961526;2.63905732961526;2.63905732961526,
5866,2.63905732961526;2.63905732961526;2.63905732961526,
5867,2.63905732961526;2.63905732961526;2.63905732961526,
5868,2.63905732961526;2.63905732961526;2.63905732961526,
5869,2.63905732961526;2.63905732961526;2.63905732961526,
5870,2.63905732961526;2.63905732961526;2.63905732961526,
5871,2.63905732961526;2.63905732961526;2.63905732961526,
5872,2.63905732961526;2.63905732961526;2.63905732961526,
5873,2.63905732961526;2.63905732961526;2.63905732961526,
5874,2.63905732961526;2.63905732961526;2.63905732961526,
5875,2.63905732961526;2.63905732961526;2.63905732961526,
5876,2.63905732961526;2.63905732961526;2.63905732961526,
5877,2.63905732961526;2.63905732961526;2.63905732961526,
5878,2.63905732961526;2.63905732961526;2.63905732961526,
5879,2.63905732961526;2.63905732961526;2.63905732961526,
5880,2.63905732961526;2.63905732961526;2.63905732961526,
5881,2.63905732961526;2.63905732961526;2.63905732961526,
5882,2.63905732961526;2.63905732961526;2.63905732961526,
5883,2.63905732961526;2.63905732961526;2.63905732961526,
5884,2.63905732961526;2.63905732961526;2.63905732961526,
5885,2.63905732961526;2.63905732961526;2.63905732961526,
5886,2.63905732961526;2.63905732961526;2.63905732961526,
5887,2.63905732961526;2.63905732961526;2.63905732961526,
5888,2.63905732961526;2.63905732961526;2.63905732961526,
5889,2.63905732961526;2.63905732961526;2.63905732961526,
5890,2.63905732961526;2.63905732961526;2.63905732961526,
5891,2.63905732961526;2.63905732961526;2.63905732961526,
5892,2.63905732961526;2.63905732961526;2.63905732961526,
5893,2.63905732961526;2.63905732961526;2.63905732961526,
5894,2.63905732961526;2.63905732961526;2.63905732961526,
5895,2.63905732961526;2.63905732961526;2.63905732961526,
5896,2.63905732961526;2.63905732961526;2.63905732961526,
5897,2.63905732961526;2.63905732961526;2.63905732961526,
5898,2.63905732961526;2.63905732961526;2.63905732961526,
5899,2.63905732961526;2.63905732961526;2.63905732961526,
5900,2.63905732961526;2.63905732961526;2.63905732961526,
5901,2.56494935746154;2.56494935746154;2.56494935746154,
5902,2.56494935746154;2.56494935746154;2.56494935746154,
5903,2.56494935746154;2.56494935746154;2.56494935746154,
5904,2.56494935746154;2.56494935746154;2.56494935746154,
5905,2.56494935746154;2.56494935746154;2.56494935746154,
5906,2.56494935746154;2.56494935746154;2.56494935746154,
5907,2.484906649788;2.484906649788;2.484906649788,
5908,2.484906649788;2.484906649788;2.484906649788,
5909,2.484906649788;2.484906649788;2.484906649788,
5910,2.484906649788;2.484906649788;2.484906649788,
5911,2.484906649788;2.484906649788;2.484906649788,
5912,2.484906649788;2.484906649788;2.484906649788,
5913,2.484906649788;2.484906649788;2.484906649788,
5914,2.484906649788;2.484906649788;2.484906649788,
5915,2.484906649788;2.484906649788;2.484906649788,
5916,2.484906649788;2.484906649788;2.484906649788,
5917,2.484906649788;2.484906649788;2.484906649788,
5918,2.484906649788;2.484906649788;2.484906649788,
5919,2.484906649788;2.484906649788;2.484906649788,
5920,2.484906649788;2.484906649788;2.484906649788,
5921,2.484906649788;2.484906649788;2.484906649788,
5922,2.484906649788;2.484906649788;2.484906649788,
5923,2.484906649788;2.484906649788;2.484906649788,
5924,2.484906649788;2.484906649788;2.484906649788,
5925,2.484906649788;2.484906649788;2.484906649788,
5926,2.484906649788;2.484906649788;2.484906649788,
5927,2.484906649788;2.484906649788;2.484906649788,
5928,2.484906649788;2.484906649788;2.484906649788,
5929,2.484906649788;2.484906649788;2.484906649788,
5930,2.484906649788;2.484906649788;2.484906649788,
5931,2.484906649788;2.484906649788;2.484906649788,
5932,2.484906649788;2.484906649788;2.484906649788,
5933,2.484906649788;2.484906649788;2.484906649788,
5934,2.484906649788;2.484906649788;2.484906649788,
5935,2.484906649788;2.484906649788;2.484906649788,
5936,2.484906649788;2.484906649788;2.484906649788,
5937,2.484906649788;2.484906649788;2.484906649788,
5938,2.484906649788;2.484906649788;2.484906649788,
5939,2.484906649788;2.484906649788;2.484906649788,
5940,2.484906649788;2.484906649788;2.484906649788,
5941,2.484906649788;2.484906649788;2.484906649788,
5942,2.484906649788;2.484906649788;2.484906649788,
5943,2.484906649788;2.484906649788;2.484906649788,
5944,2.484906649788;2.484906649788;2.484906649788,
5945,2.484906649788;2.484906649788;2.484906649788,
5946,2.484906649788;2.484906649788;2.484906649788,
5947,2.484906649788;2.484906649788;2.484906649788,
5948,2.39789527279837;2.39789527279837;2.39789527279837,
5949,2.39789527279837;2.39789527279837;2.39789527279837,
5950,2.39789527279837;2.39789527279837;2.39789527279837,
5951,2.39789527279837;2.39789527279837;2.39789527279837,
5952,2.39789527279837;2.39789527279837;2.39789527279837,
5953,2.39789527279837;2.39789527279837;2.39789527279837,
5954,2.39789527279837;2.39789527279837;2.39789527279837,
5955,2.39789527279837;2.39789527279837;2.39789527279837,
5956,2.39789527279837;2.39789527279837;2.39789527279837,
5957,2.39789527279837;2.39789527279837;2.39789527279837,
5958,2.39789527279837;2.39789527279837;2.39789527279837,
5959,2.39789527279837;2.39789527279837;2.39789527279837,
5960,2.39789527279837;2.39789527279837;2.39789527279837,
5961,2.39789527279837;2.39789527279837;2.39789527279837,
5962,2.39789527279837;2.39789527279837;2.39789527279837,
5963,2.39789527279837;2.39789527279837;2.39789527279837,
5964,2.39789527279837;2.39789527279837;2.39789527279837,
5965,2.39789527279837;2.39789527279837;2.39789527279837,
5966,2.39789527279837;2.39789527279837;2.39789527279837,
5967,2.39789527279837;2.39789527279837;2.39789527279837,
5968,2.39789527279837;2.39789527279837;2.39789527279837,
5969,2.39789527279837;2.39789527279837;2.39789527279837,
5970,2.39789527279837;2.39789527279837;2.39789527279837,
5971,2.39789527279837;2.39789527279837;2.39789527279837,
5972,2.39789527279837;2.39789527279837;2.39789527279837,
5973,2.39789527279837;2.39789527279837;2.39789527279837,
5974,2.39789527279837;2.39789527279837;2.39789527279837,
5975,2.30258509299405;2.30258509299405;2.30258509299405,
5976,2.30258509299405;2.30258509299405;2.30258509299405,
5977,2.30258509299405;2.30258509299405;2.30258509299405,
5978,2.30258509299405;2.30258509299405;2.30258509299405,
5979,2.30258509299405;2.30258509299405;2.30258509299405,
5980,2.30258509299405;2.30258509299405;2.30258509299405,
5981,2.30258509299405;2.30258509299405;2.30258509299405,
5982,2.30258509299405;2.30258509299405;2.30258509299405,
5983,2.30258509299405;2.30258509299405;2.30258509299405,
5984,2.30258509299405;2.30258509299405;2.30258509299405,
5985,2.30258509299405;2.30258509299405;2.30258509299405,
5986,2.30258509299405;2.30258509299405;2.30258509299405,
5987,2.30258509299405;2.30258509299405;2.30258509299405,
5988,2.30258509299405;2.30258509299405;2.30258509299405,
5989,2.30258509299405;2.30258509299405;2.30258509299405,
5990,2.30258509299405;2.30258509299405;2.30258509299405,
5991,2.30258509299405;2.30258509299405;2.30258509299405,
5992,2.30258509299405;2.30258509299405;2.30258509299405,
5993,2.30258509299405;2.30258509299405;2.30258509299405,
5994,2.30258509299405;2.30258509299405;2.30258509299405,
5995,2.30258509299405;2.30258509299405;2.30258509299405,
5996,2.30258509299405;2.30258509299405;2.30258509299405,
5997,2.30258509299405;2.30258509299405;2.30258509299405,
5998,2.30258509299405;2.30258509299405;2.30258509299405,
5999,2.30258509299405;2.30258509299405;2.30258509299405,
6000,2.30258509299405;2.30258509299405;2.30258509299405,
6001,2.30258509299405;2.30258509299405;2.30258509299405,
6002,2.30258509299405;2.30258509299405;2.30258509299405,
6003,2.30258509299405;2.30258509299405;2.30258509299405,
6004,2.30258509299405;2.30258509299405;2.30258509299405,
6005,2.30258509299405;2.30258509299405;2.30258509299405,
6006,2.30258509299405;2.30258509299405;2.30258509299405,
6007,2.30258509299405;2.30258509299405;2.30258509299405,
6008,2.30258509299405;2.30258509299405;2.30258509299405,
6009,2.30258509299405;2.30258509299405;2.30258509299405,
6010,2.30258509299405;2.30258509299405;2.30258509299405,
6011,2.30258509299405;2.30258509299405;2.30258509299405,
6012,2.30258509299405;2.30258509299405;2.30258509299405,
6013,2.30258509299405;2.30258509299405;2.30258509299405,
6014,2.30258509299405;2.30258509299405;2.30258509299405,
6015,2.30258509299405;2.30258509299405;2.30258509299405,
6016,2.30258509299405;2.30258509299405;2.30258509299405,
6017,2.30258509299405;2.30258509299405;2.30258509299405,
6018,2.30258509299405;2.30258509299405;2.30258509299405,
6019,2.30258509299405;2.30258509299405;2.30258509299405,
6020,2.30258509299405;2.30258509299405;2.30258509299405,
6021,2.30258509299405;2.30258509299405;2.30258509299405,
6022,2.30258509299405;2.30258509299405;2.30258509299405,
6023,2.30258509299405;2.30258509299405;2.30258509299405,
6024,2.30258509299405;2.30258509299405;2.30258509299405,
6025,2.30258509299405;2.30258509299405;2.30258509299405,
6026,2.30258509299405;2.30258509299405;2.30258509299405,
6027,2.30258509299405;2.30258509299405;2.30258509299405,
6028,2.30258509299405;2.30258509299405;2.30258509299405,
6029,2.30258509299405;2.30258509299405;2.30258509299405,
6030,2.30258509299405;2.30258509299405;2.30258509299405,
6031,2.30258509299405;2.30258509299405;2.30258509299405,
6032,2.30258509299405;2.30258509299405;2.30258509299405,
6033,2.30258509299405;2.30258509299405;2.30258509299405,
6034,2.30258509299405;2.30258509299405;2.30258509299405,
6035,2.30258509299405;2.30258509299405;2.30258509299405,
6036,2.30258509299405;2.30258509299405;2.30258509299405,
6037,2.30258509299405;2.30258509299405;2.30258509299405,
6038,2.30258509299405;2.30258509299405;2.30258509299405,
6039,2.30258509299405;2.30258509299405;2.30258509299405,
6040,2.30258509299405;2.30258509299405;2.30258509299405,
6041,2.30258509299405;2.30258509299405;2.30258509299405,
6042,2.19722457733622;2.19722457733622;2.19722457733622,
6043,2.19722457733622;2.19722457733622;2.19722457733622,
6044,2.19722457733622;2.19722457733622;2.19722457733622,
6045,2.19722457733622;2.19722457733622;2.19722457733622,
6046,2.19722457733622;2.19722457733622;2.19722457733622,
6047,2.19722457733622;2.19722457733622;2.19722457733622,
6048,2.19722457733622;2.19722457733622;2.19722457733622,
6049,2.19722457733622;2.19722457733622;2.19722457733622,
6050,2.19722457733622;2.19722457733622;2.19722457733622,
6051,2.19722457733622;2.19722457733622;2.19722457733622,
6052,2.19722457733622;2.19722457733622;2.19722457733622,
6053,2.19722457733622;2.19722457733622;2.19722457733622,
6054,2.19722457733622;2.19722457733622;2.19722457733622,
6055,2.19722457733622;2.19722457733622;2.19722457733622,
6056,2.19722457733622;2.19722457733622;2.19722457733622,
6057,2.19722457733622;2.19722457733622;2.19722457733622,
6058,2.19722457733622;2.19722457733622;2.19722457733622,
6059,2.19722457733622;2.19722457733622;2.19722457733622,
6060,2.19722457733622;2.19722457733622;2.19722457733622,
6061,2.19722457733622;2.19722457733622;2.19722457733622,
6062,2.19722457733622;2.19722457733622;2.19722457733622,
6063,2.19722457733622;2.19722457733622;2.19722457733622,
6064,2.19722457733622;2.19722457733622;2.19722457733622,
6065,2.19722457733622;2.19722457733622;2.19722457733622,
6066,2.19722457733622;2.19722457733622;2.19722457733622,
6067,2.19722457733622;2.19722457733622;2.19722457733622,
6068,2.19722457733622;2.19722457733622;2.19722457733622,
6069,2.19722457733622;2.19722457733622;2.19722457733622,
6070,2.19722457733622;2.19722457733622;2.19722457733622,
6071,2.19722457733622;2.19722457733622;2.19722457733622,
6072,2.19722457733622;2.19722457733622;2.19722457733622,
6073,2.19722457733622;2.19722457733622;2.19722457733622,
6074,2.19722457733622;2.19722457733622;2.19722457733622,
6075,2.19722457733622;2.19722457733622;2.19722457733622,
6076,2.19722457733622;2.19722457733622;2.19722457733622,
6077,2.19722457733622;2.19722457733622;2.19722457733622,
6078,2.19722457733622;2.19722457733622;2.19722457733622,
6079,2.19722457733622;2.19722457733622;2.19722457733622,
6080,2.19722457733622;2.19722457733622;2.19722457733622,
6081,2.19722457733622;2.19722457733622;2.19722457733622,
6082,2.19722457733622;2.19722457733622;2.19722457733622,
6083,2.19722457733622;2.19722457733622;2.19722457733622,
6084,2.19722457733622;2.19722457733622;2.19722457733622,
6085,2.07944154167984;2.07944154167984;2.07944154167984,
6086,2.07944154167984;2.07944154167984;2.07944154167984,
6087,2.07944154167984;2.07944154167984;2.07944154167984,
6088,2.07944154167984;2.07944154167984;2.07944154167984,
6089,2.07944154167984;2.07944154167984;2.07944154167984,
6090,2.07944154167984;2.07944154167984;2.07944154167984,
6091,2.07944154167984;2.07944154167984;2.07944154167984,
6092,2.07944154167984;2.07944154167984;2.07944154167984,
6093,2.07944154167984;2.07944154167984;2.07944154167984,
6094,2.07944154167984;2.07944154167984;2.07944154167984,
6095,2.07944154167984;2.07944154167984;2.07944154167984,
6096,2.07944154167984;2.07944154167984;2.07944154167984,
6097,2.07944154167984;2.07944154167984;2.07944154167984,
6098,2.07944154167984;2.07944154167984;2.07944154167984,
6099,2.07944154167984;2.07944154167984;2.07944154167984,
6100,2.07944154167984;2.07944154167984;2.07944154167984,
6101,2.07944154167984;2.07944154167984;2.07944154167984,
6102,2.07944154167984;2.07944154167984;2.07944154167984,
6103,2.07944154167984;2.07944154167984;2.07944154167984,
6104,2.07944154167984;2.07944154167984;2.07944154167984,
6105,2.07944154167984;2.07944154167984;2.07944154167984,
6106,2.07944154167984;2.07944154167984;2.07944154167984,
6107,2.07944154167984;2.07944154167984;2.07944154167984,
6108,2.07944154167984;2.07944154167984;2.07944154167984,
6109,2.07944154167984;2.07944154167984;2.07944154167984,
6110,2.07944154167984;2.07944154167984;2.07944154167984,
6111,2.07944154167984;2.07944154167984;2.07944154167984,
6112,2.07944154167984;2.07944154167984;2.07944154167984,
6113,1.94591014905531;1.94591014905531;1.94591014905531,
6114,1.94591014905531;1.94591014905531;1.94591014905531,
6115,1.94591014905531;1.94591014905531;1.94591014905531,
6116,1.94591014905531;1.94591014905531;1.94591014905531,
6117,1.94591014905531;1.94591014905531;1.94591014905531,
6118,1.94591014905531;1.94591014905531;1.94591014905531,
6119,1.94591014905531;1.94591014905531;1.94591014905531,
6120,1.94591014905531;1.94591014905531;1.94591014905531,
6121,1.94591014905531;1.94591014905531;1.94591014905531,
6122,1.94591014905531;1.94591014905531;1.94591014905531,
6123,1.94591014905531;1.94591014905531;1.94591014905531,
6124,1.94591014905531;1.94591014905531;1.94591014905531,
6125,1.94591014905531;1.94591014905531;1.94591014905531,
6126,1.94591014905531;1.94591014905531;1.94591014905531,
6127,1.94591014905531;1.94591014905531;1.94591014905531,
6128,1.94591014905531;1.94591014905531;1.94591014905531,
6129,1.94591014905531;1.94591014905531;1.94591014905531,
6130,1.94591014905531;1.94591014905531;1.94591014905531,
6131,1.94591014905531;1.94591014905531;1.94591014905531,
6132,1.94591014905531;1.94591014905531;1.94591014905531,
6133,1.94591014905531;1.94591014905531;1.94591014905531,
6134,1.94591014905531;1.94591014905531;1.94591014905531,
6135,1.94591014905531;1.94591014905531;1.94591014905531,
6136,1.94591014905531;1.94591014905531;1.94591014905531,
6137,1.94591014905531;1.94591014905531;1.94591014905531,
6138,1.94591014905531;1.94591014905531;1.94591014905531,
6139,1.94591014905531;1.94591014905531;1.94591014905531,
6140,1.94591014905531;1.94591014905531;1.94591014905531,
6141,1.94591014905531;1.94591014905531;1.94591014905531,
6142,1.94591014905531;1.94591014905531;1.94591014905531,
6143,1.94591014905531;1.94591014905531;1.94591014905531,
6144,1.94591014905531;1.94591014905531;1.94591014905531,
6145,1.94591014905531;1.94591014905531;1.94591014905531,
6146,1.94591014905531;1.94591014905531;1.94591014905531,
6147,1.94591014905531;1.94591014905531;1.94591014905531,
6148,1.94591014905531;1.94591014905531;1.94591014905531,
6149,1.94591014905531;1.94591014905531;1.94591014905531,
6150,1.94591014905531;1.94591014905531;1.94591014905531,
6151,1.94591014905531;1.94591014905531;1.94591014905531,
6152,1.94591014905531;1.94591014905531;1.94591014905531,
6153,1.94591014905531;1.94591014905531;1.94591014905531,
6154,1.94591014905531;1.94591014905531;1.94591014905531,
6155,1.94591014905531;1.94591014905531;1.94591014905531,
6156,1.94591014905531;1.94591014905531;1.94591014905531,
6157,1.94591014905531;1.94591014905531;1.94591014905531,
6158,1.94591014905531;1.94591014905531;1.94591014905531,
6159,1.94591014905531;1.94591014905531;1.94591014905531,
6160,1.94591014905531;1.94591014905531;1.94591014905531,
6161,1.94591014905531;1.94591014905531;1.94591014905531,
6162,1.94591014905531;1.94591014905531;1.94591014905531,
6163,1.94591014905531;1.94591014905531;1.94591014905531,
6164,1.94591014905531;1.94591014905531;1.94591014905531,
6165,1.94591014905531;1.94591014905531;1.94591014905531,
6166,1.94591014905531;1.94591014905531;1.94591014905531,
6167,1.94591014905531;1.94591014905531;1.94591014905531,
6168,1.94591014905531;1.94591014905531;1.94591014905531,
6169,1.94591014905531;1.94591014905531;1.94591014905531,
6170,1.94591014905531;1.94591014905531;1.94591014905531,
6171,1.94591014905531;1.94591014905531;1.94591014905531,
6172,1.94591014905531;1.94591014905531;1.94591014905531,
6173,1.94591014905531;1.94591014905531;1.94591014905531,
6174,1.94591014905531;1.94591014905531;1.94591014905531,
6175,1.94591014905531;1.94591014905531;1.94591014905531,
6176,1.94591014905531;1.94591014905531;1.94591014905531,
6177,1.94591014905531;1.94591014905531;1.94591014905531,
6178,1.94591014905531;1.94591014905531;1.94591014905531,
6179,1.94591014905531;1.94591014905531;1.94591014905531,
6180,1.94591014905531;1.94591014905531;1.94591014905531,
6181,1.94591014905531;1.94591014905531;1.94591014905531,
6182,1.94591014905531;1.94591014905531;1.94591014905531,
6183,1.94591014905531;1.94591014905531;1.94591014905531,
6184,1.94591014905531;1.94591014905531;1.94591014905531,
6185,1.94591014905531;1.94591014905531;1.94591014905531,
6186,1.79175946922805;1.79175946922805;1.79175946922805,
6187,1.79175946922805;1.79175946922805;1.79175946922805,
6188,1.79175946922805;1.79175946922805;1.79175946922805,
6189,1.79175946922805;1.79175946922805;1.79175946922805,
6190,1.79175946922805;1.79175946922805;1.79175946922805,
6191,1.79175946922805;1.79175946922805;1.79175946922805,
6192,1.79175946922805;1.79175946922805;1.79175946922805,
6193,1.79175946922805;1.79175946922805;1.79175946922805,
6194,1.79175946922805;1.79175946922805;1.79175946922805,
6195,1.79175946922805;1.79175946922805;1.79175946922805,
6196,1.79175946922805;1.79175946922805;1.79175946922805,
6197,1.79175946922805;1.79175946922805;1.79175946922805,
6198,1.79175946922805;1.79175946922805;1.79175946922805,
6199,1.79175946922805;1.79175946922805;1.79175946922805,
6200,1.79175946922805;1.79175946922805;1.79175946922805,
6201,1.79175946922805;1.79175946922805;1.79175946922805,
6202,1.79175946922805;1.79175946922805;1.79175946922805,
6203,1.79175946922805;1.79175946922805;1.79175946922805,
6204,1.79175946922805;1.79175946922805;1.79175946922805,
6205,1.79175946922805;1.79175946922805;1.79175946922805,
6206,1.79175946922805;1.79175946922805;1.79175946922805,
6207,1.79175946922805;1.79175946922805;1.79175946922805,
6208,1.79175946922805;1.79175946922805;1.79175946922805,
6209,1.79175946922805;1.79175946922805;1.79175946922805,
6210,1.79175946922805;1.79175946922805;1.79175946922805,
6211,1.79175946922805;1.79175946922805;1.79175946922805,
6212,1.79175946922805;1.79175946922805;1.79175946922805,
6213,1.79175946922805;1.79175946922805;1.79175946922805,
6214,1.79175946922805;1.79175946922805;1.79175946922805,
6215,1.79175946922805;1.79175946922805;1.79175946922805,
6216,1.79175946922805;1.79175946922805;1.79175946922805,
6217,1.79175946922805;1.79175946922805;1.79175946922805,
6218,1.94591014905531;1.94591014905531;1.94591014905531,
6219,1.94591014905531;1.94591014905531;1.94591014905531,
6220,1.94591014905531;1.94591014905531;1.94591014905531,
6221,1.94591014905531;1.94591014905531;1.94591014905531,
6222,1.94591014905531;1.94591014905531;1.94591014905531,
6223,1.94591014905531;1.94591014905531;1.94591014905531,
6224,1.94591014905531;1.94591014905531;1.94591014905531,
