"time","log.status.actuals","log.status.forecasts"
4313,3.13549421592915;3.13549421592915;3.13549421592915,
4314,3.13549421592915;3.13549421592915;3.13549421592915,
4315,3.13549421592915;3.13549421592915;3.13549421592915,
4316,3.13549421592915;3.13549421592915;3.13549421592915,
4317,3.13549421592915;3.13549421592915;3.13549421592915,
4318,3.13549421592915;3.13549421592915;3.13549421592915,
4319,3.13549421592915;3.13549421592915;3.13549421592915,
4320,3.17805383034795;3.17805383034795;3.17805383034795,
4321,3.17805383034795;3.17805383034795;3.17805383034795,
4322,3.09104245335832;3.09104245335832;3.09104245335832,
4323,3.13549421592915;3.13549421592915;3.13549421592915,
4324,3.13549421592915;3.13549421592915;3.13549421592915,
4325,3.17805383034795;3.17805383034795;3.17805383034795,
4326,3.17805383034795;3.17805383034795;3.17805383034795,
4327,3.2188758248682;3.2188758248682;3.2188758248682,
4328,3.2188758248682;3.2188758248682;3.2188758248682,
4329,3.2188758248682;3.2188758248682;3.2188758248682,
4330,3.17805383034795;3.17805383034795;3.17805383034795,
4331,3.17805383034795;3.17805383034795;3.17805383034795,
4332,3.17805383034795;3.17805383034795;3.17805383034795,
4333,3.17805383034795;3.17805383034795;3.17805383034795,
4334,3.17805383034795;3.17805383034795;3.17805383034795,
4335,3.13549421592915;3.13549421592915;3.13549421592915,
4336,3.13549421592915;3.13549421592915;3.13549421592915,
4337,3.13549421592915;3.13549421592915;3.13549421592915,
4338,3.13549421592915;3.13549421592915;3.13549421592915,
4339,3.13549421592915;3.13549421592915;3.13549421592915,
4340,3.13549421592915;3.13549421592915;3.13549421592915,
4341,3.13549421592915;3.13549421592915;3.13549421592915,
4342,3.09104245335832;3.09104245335832;3.09104245335832,
4343,3.09104245335832;3.09104245335832;3.09104245335832,
4344,3.09104245335832;3.09104245335832;3.09104245335832,
4345,3.09104245335832;3.09104245335832;3.09104245335832,
4346,3.09104245335832;3.09104245335832;3.09104245335832,
4347,3.04452243772342;3.04452243772342;3.04452243772342,
4348,3.04452243772342;3.04452243772342;3.04452243772342,
4349,3.04452243772342;3.04452243772342;3.04452243772342,
4350,3.04452243772342;3.04452243772342;3.04452243772342,
4351,3.04452243772342;3.04452243772342;3.04452243772342,
4352,3.04452243772342;3.04452243772342;3.04452243772342,
4353,3.04452243772342;3.04452243772342;3.04452243772342,
4354,3.04452243772342;3.04452243772342;3.04452243772342,
4355,3.04452243772342;3.04452243772342;3.04452243772342,
4356,3.04452243772342;3.04452243772342;3.04452243772342,
4357,2.99573227355399;2.99573227355399;2.99573227355399,
4358,2.99573227355399;2.99573227355399;2.99573227355399,
4359,2.99573227355399;2.99573227355399;2.99573227355399,
4360,2.99573227355399;2.99573227355399;2.99573227355399,
4361,2.99573227355399;2.99573227355399;2.99573227355399,
4362,2.99573227355399;2.99573227355399;2.99573227355399,
4363,2.99573227355399;2.99573227355399;2.99573227355399,
4364,2.99573227355399;2.99573227355399;2.99573227355399,
4365,2.89037175789616;2.89037175789616;2.89037175789616,
4366,2.89037175789616;2.89037175789616;2.89037175789616,
4367,2.89037175789616;2.89037175789616;2.89037175789616,
4368,2.89037175789616;2.89037175789616;2.89037175789616,
4369,2.83321334405622;2.83321334405622;2.83321334405622,
4370,2.83321334405622;2.83321334405622;2.83321334405622,
4371,2.83321334405622;2.83321334405622;2.83321334405622,
4372,2.83321334405622;2.83321334405622;2.83321334405622,
4373,2.83321334405622;2.83321334405622;2.83321334405622,
4374,2.83321334405622;2.83321334405622;2.83321334405622,
4375,2.83321334405622;2.83321334405622;2.83321334405622,
4376,2.83321334405622;2.83321334405622;2.83321334405622,
4377,2.83321334405622;2.83321334405622;2.83321334405622,
4378,2.83321334405622;2.83321334405622;2.83321334405622,
4379,2.89037175789616;2.89037175789616;2.89037175789616,
4380,2.89037175789616;2.89037175789616;2.89037175789616,
4381,2.89037175789616;2.89037175789616;2.89037175789616,
4382,2.83321334405622;2.83321334405622;2.83321334405622,
4383,2.89037175789616;2.89037175789616;2.89037175789616,
4384,2.89037175789616;2.89037175789616;2.89037175789616,
4385,2.89037175789616;2.89037175789616;2.89037175789616,
4386,2.89037175789616;2.89037175789616;2.89037175789616,
4387,2.89037175789616;2.89037175789616;2.89037175789616,
4388,2.89037175789616;2.89037175789616;2.89037175789616,
4389,2.89037175789616;2.89037175789616;2.89037175789616,
4390,2.89037175789616;2.89037175789616;2.89037175789616,
4391,2.89037175789616;2.89037175789616;2.89037175789616,
4392,2.89037175789616;2.89037175789616;2.89037175789616,
4393,2.89037175789616;2.89037175789616;2.89037175789616,
4394,2.89037175789616;2.89037175789616;2.89037175789616,
4395,2.83321334405622;2.83321334405622;2.83321334405622,
4396,2.83321334405622;2.83321334405622;2.83321334405622,
4397,2.83321334405622;2.83321334405622;2.83321334405622,
4398,2.83321334405622;2.83321334405622;2.83321334405622,
4399,2.83321334405622;2.83321334405622;2.83321334405622,
4400,2.83321334405622;2.83321334405622;2.83321334405622,
4401,2.83321334405622;2.83321334405622;2.83321334405622,
4402,2.83321334405622;2.83321334405622;2.83321334405622,
4403,2.83321334405622;2.83321334405622;2.83321334405622,
4404,2.83321334405622;2.83321334405622;2.83321334405622,
4405,2.83321334405622;2.83321334405622;2.83321334405622,
4406,2.83321334405622;2.83321334405622;2.83321334405622,
4407,2.83321334405622;2.83321334405622;2.83321334405622,
4408,2.89037175789616;2.89037175789616;2.89037175789616,
4409,2.89037175789616;2.89037175789616;2.89037175789616,
4410,2.89037175789616;2.89037175789616;2.89037175789616,
4411,2.89037175789616;2.89037175789616;2.89037175789616,
4412,2.89037175789616;2.89037175789616;2.89037175789616,
4413,2.89037175789616;2.89037175789616;2.89037175789616,
4414,2.83321334405622;2.83321334405622;2.83321334405622,
4415,2.77258872223978;2.77258872223978;2.77258872223978,
4416,2.77258872223978;2.77258872223978;2.77258872223978,
4417,2.77258872223978;2.77258872223978;2.77258872223978,
4418,2.77258872223978;2.77258872223978;2.77258872223978,
4419,2.77258872223978;2.77258872223978;2.77258872223978,
4420,2.70805020110221;2.70805020110221;2.70805020110221,
4421,2.70805020110221;2.70805020110221;2.70805020110221,
4422,2.70805020110221;2.70805020110221;2.70805020110221,
4423,2.70805020110221;2.70805020110221;2.70805020110221,
4424,2.70805020110221;2.70805020110221;2.70805020110221,
4425,2.70805020110221;2.70805020110221;2.70805020110221,
4426,2.70805020110221;2.70805020110221;2.70805020110221,
4427,2.70805020110221;2.70805020110221;2.70805020110221,
4428,2.70805020110221;2.70805020110221;2.70805020110221,
4429,2.70805020110221;2.70805020110221;2.70805020110221,
4430,2.70805020110221;2.70805020110221;2.70805020110221,
4431,2.70805020110221;2.70805020110221;2.70805020110221,
4432,2.70805020110221;2.70805020110221;2.70805020110221,
4433,2.70805020110221;2.70805020110221;2.70805020110221,
4434,2.70805020110221;2.70805020110221;2.70805020110221,
4435,2.70805020110221;2.70805020110221;2.70805020110221,
4436,2.70805020110221;2.70805020110221;2.70805020110221,
4437,2.70805020110221;2.70805020110221;2.70805020110221,
4438,2.70805020110221;2.70805020110221;2.70805020110221,
4439,2.70805020110221;2.70805020110221;2.70805020110221,
4440,2.70805020110221;2.70805020110221;2.70805020110221,
4441,2.70805020110221;2.70805020110221;2.70805020110221,
4442,2.70805020110221;2.70805020110221;2.70805020110221,
4443,2.70805020110221;2.70805020110221;2.70805020110221,
4444,2.70805020110221;2.70805020110221;2.70805020110221,
4445,2.70805020110221;2.70805020110221;2.70805020110221,
4446,2.70805020110221;2.70805020110221;2.70805020110221,
4447,2.70805020110221;2.70805020110221;2.70805020110221,
4448,2.70805020110221;2.70805020110221;2.70805020110221,
4449,2.70805020110221;2.70805020110221;2.70805020110221,
4450,2.70805020110221;2.70805020110221;2.70805020110221,
4451,2.70805020110221;2.70805020110221;2.70805020110221,
4452,2.70805020110221;2.70805020110221;2.70805020110221,
4453,2.63905732961526;2.63905732961526;2.63905732961526,
4454,2.63905732961526;2.63905732961526;2.63905732961526,
4455,2.63905732961526;2.63905732961526;2.63905732961526,
4456,2.63905732961526;2.63905732961526;2.63905732961526,
4457,2.56494935746154;2.56494935746154;2.56494935746154,
4458,2.56494935746154;2.56494935746154;2.56494935746154,
4459,2.484906649788;2.484906649788;2.484906649788,
4460,2.484906649788;2.484906649788;2.484906649788,
4461,2.484906649788;2.484906649788;2.484906649788,
4462,2.484906649788;2.484906649788;2.484906649788,
4463,2.484906649788;2.484906649788;2.484906649788,
4464,2.484906649788;2.484906649788;2.484906649788,
4465,2.484906649788;2.484906649788;2.484906649788,
4466,2.484906649788;2.484906649788;2.484906649788,
4467,2.484906649788;2.484906649788;2.484906649788,
4468,2.484906649788;2.484906649788;2.484906649788,
4469,2.484906649788;2.484906649788;2.484906649788,
4470,2.484906649788;2.484906649788;2.484906649788,
4471,2.484906649788;2.484906649788;2.484906649788,
4472,2.484906649788;2.484906649788;2.484906649788,
4473,2.484906649788;2.484906649788;2.484906649788,
4474,2.484906649788;2.484906649788;2.484906649788,
4475,2.484906649788;2.484906649788;2.484906649788,
4476,2.484906649788;2.484906649788;2.484906649788,
4477,2.39789527279837;2.39789527279837;2.39789527279837,
4478,2.39789527279837;2.39789527279837;2.39789527279837,
4479,2.39789527279837;2.39789527279837;2.39789527279837,
4480,2.39789527279837;2.39789527279837;2.39789527279837,
4481,2.39789527279837;2.39789527279837;2.39789527279837,
4482,2.39789527279837;2.39789527279837;2.39789527279837,
4483,2.39789527279837;2.39789527279837;2.39789527279837,
4484,2.39789527279837;2.39789527279837;2.39789527279837,
4485,2.39789527279837;2.39789527279837;2.39789527279837,
4486,2.39789527279837;2.39789527279837;2.39789527279837,
4487,2.39789527279837;2.39789527279837;2.39789527279837,
4488,2.39789527279837;2.39789527279837;2.39789527279837,
4489,2.39789527279837;2.39789527279837;2.39789527279837,
4490,2.39789527279837;2.39789527279837;2.39789527279837,
4491,2.39789527279837;2.39789527279837;2.39789527279837,
4492,2.39789527279837;2.39789527279837;2.39789527279837,
4493,2.39789527279837;2.39789527279837;2.39789527279837,
4494,2.39789527279837;2.39789527279837;2.39789527279837,
4495,2.39789527279837;2.39789527279837;2.39789527279837,
4496,2.39789527279837;2.39789527279837;2.39789527279837,
4497,2.39789527279837;2.39789527279837;2.39789527279837,
4498,2.39789527279837;2.39789527279837;2.39789527279837,
4499,2.39789527279837;2.39789527279837;2.39789527279837,
4500,2.39789527279837;2.39789527279837;2.39789527279837,
4501,2.39789527279837;2.39789527279837;2.39789527279837,
4502,2.39789527279837;2.39789527279837;2.39789527279837,
4503,2.39789527279837;2.39789527279837;2.39789527279837,
4504,2.39789527279837;2.39789527279837;2.39789527279837,
4505,2.39789527279837;2.39789527279837;2.39789527279837,
4506,2.39789527279837;2.39789527279837;2.39789527279837,
4507,2.39789527279837;2.39789527279837;2.39789527279837,
4508,2.39789527279837;2.39789527279837;2.39789527279837,
4509,2.39789527279837;2.39789527279837;2.39789527279837,
4510,2.39789527279837;2.39789527279837;2.39789527279837,
4511,2.39789527279837;2.39789527279837;2.39789527279837,
4512,2.39789527279837;2.39789527279837;2.39789527279837,
4513,2.39789527279837;2.39789527279837;2.39789527279837,
4514,2.39789527279837;2.39789527279837;2.39789527279837,
4515,2.39789527279837;2.39789527279837;2.39789527279837,
4516,2.39789527279837;2.39789527279837;2.39789527279837,
4517,2.39789527279837;2.39789527279837;2.39789527279837,
4518,2.30258509299405;2.30258509299405;2.30258509299405,
4519,2.30258509299405;2.30258509299405;2.30258509299405,
4520,2.30258509299405;2.30258509299405;2.30258509299405,
4521,2.30258509299405;2.30258509299405;2.30258509299405,
4522,2.30258509299405;2.30258509299405;2.30258509299405,
4523,2.30258509299405;2.30258509299405;2.30258509299405,
4524,2.30258509299405;2.30258509299405;2.30258509299405,
4525,2.30258509299405;2.30258509299405;2.30258509299405,
4526,2.30258509299405;2.30258509299405;2.30258509299405,
4527,2.30258509299405;2.30258509299405;2.30258509299405,
4528,2.19722457733622;2.19722457733622;2.19722457733622,
4529,2.19722457733622;2.19722457733622;2.19722457733622,
4530,2.19722457733622;2.19722457733622;2.19722457733622,
4531,2.19722457733622;2.19722457733622;2.19722457733622,
4532,2.19722457733622;2.19722457733622;2.19722457733622,
4533,2.19722457733622;2.19722457733622;2.19722457733622,
4534,2.19722457733622;2.19722457733622;2.19722457733622,
4535,2.19722457733622;2.19722457733622;2.19722457733622,
4536,2.19722457733622;2.19722457733622;2.19722457733622,
4537,2.19722457733622;2.19722457733622;2.19722457733622,
4538,2.19722457733622;2.19722457733622;2.19722457733622,
4539,2.19722457733622;2.19722457733622;2.19722457733622,
4540,2.19722457733622;2.19722457733622;2.19722457733622,
4541,2.19722457733622;2.19722457733622;2.19722457733622,
4542,2.19722457733622;2.19722457733622;2.19722457733622,
4543,2.19722457733622;2.19722457733622;2.19722457733622,
4544,2.19722457733622;2.19722457733622;2.19722457733622,
4545,2.19722457733622;2.19722457733622;2.19722457733622,
4546,2.07944154167984;2.07944154167984;2.07944154167984,
4547,2.07944154167984;2.07944154167984;2.07944154167984,
4548,2.07944154167984;2.07944154167984;2.07944154167984,
4549,2.07944154167984;2.07944154167984;2.07944154167984,
4550,2.07944154167984;2.07944154167984;2.07944154167984,
4551,2.07944154167984;2.07944154167984;2.07944154167984,
4552,2.07944154167984;2.07944154167984;2.07944154167984,
4553,2.07944154167984;2.07944154167984;2.07944154167984,
4554,2.07944154167984;2.07944154167984;2.07944154167984,
4555,2.07944154167984;2.07944154167984;2.07944154167984,
4556,2.07944154167984;2.07944154167984;2.07944154167984,
4557,2.07944154167984;2.07944154167984;2.07944154167984,
4558,2.07944154167984;2.07944154167984;2.07944154167984,
4559,2.07944154167984;2.07944154167984;2.07944154167984,
4560,2.07944154167984;2.07944154167984;2.07944154167984,
4561,2.07944154167984;2.07944154167984;2.07944154167984,
4562,2.07944154167984;2.07944154167984;2.07944154167984,
4563,2.07944154167984;2.07944154167984;2.07944154167984,
4564,2.07944154167984;2.07944154167984;2.07944154167984,
4565,2.07944154167984;2.07944154167984;2.07944154167984,
4566,2.07944154167984;2.07944154167984;2.07944154167984,
4567,2.07944154167984;2.07944154167984;2.07944154167984,
4568,2.07944154167984;2.07944154167984;2.07944154167984,
4569,2.07944154167984;2.07944154167984;2.07944154167984,
4570,2.07944154167984;2.07944154167984;2.07944154167984,
4571,2.07944154167984;2.07944154167984;2.07944154167984,
4572,2.07944154167984;2.07944154167984;2.07944154167984,
4573,2.07944154167984;2.07944154167984;2.07944154167984,
4574,2.07944154167984;2.07944154167984;2.07944154167984,
4575,2.07944154167984;2.07944154167984;2.07944154167984,
4576,2.07944154167984;2.07944154167984;2.07944154167984,
4577,2.07944154167984;2.07944154167984;2.07944154167984,
4578,2.07944154167984;2.07944154167984;2.07944154167984,
4579,2.07944154167984;2.07944154167984;2.07944154167984,
4580,2.07944154167984;2.07944154167984;2.07944154167984,
4581,2.07944154167984;2.07944154167984;2.07944154167984,
4582,2.07944154167984;2.07944154167984;2.07944154167984,
4583,2.07944154167984;2.07944154167984;2.07944154167984,
4584,2.07944154167984;2.07944154167984;2.07944154167984,
4585,2.07944154167984;2.07944154167984;2.07944154167984,
4586,2.07944154167984;2.07944154167984;2.07944154167984,
4587,2.07944154167984;2.07944154167984;2.07944154167984,
4588,2.07944154167984;2.07944154167984;2.07944154167984,
4589,2.07944154167984;2.07944154167984;2.07944154167984,
4590,2.07944154167984;2.07944154167984;2.07944154167984,
4591,2.07944154167984;2.07944154167984;2.07944154167984,
4592,2.07944154167984;2.07944154167984;2.07944154167984,
4593,2.07944154167984;2.07944154167984;2.07944154167984,
4594,2.07944154167984;2.07944154167984;2.07944154167984,
4595,2.07944154167984;2.07944154167984;2.07944154167984,
4596,2.07944154167984;2.07944154167984;2.07944154167984,
4597,2.07944154167984;2.07944154167984;2.07944154167984,
4598,2.07944154167984;2.07944154167984;2.07944154167984,
4599,2.07944154167984;2.07944154167984;2.07944154167984,
4600,2.07944154167984;2.07944154167984;2.07944154167984,
4601,2.07944154167984;2.07944154167984;2.07944154167984,
4602,2.07944154167984;2.07944154167984;2.07944154167984,
4603,2.07944154167984;2.07944154167984;2.07944154167984,
4604,2.07944154167984;2.07944154167984;2.07944154167984,
4605,2.07944154167984;2.07944154167984;2.07944154167984,
4606,2.07944154167984;2.07944154167984;2.07944154167984,
